r,0.015,m,,
glut_med2_r,562.176582,8.43264873,,0.013405
add_mag2_r,484.574079,7.268611185,,0.024377
glut_max2_r,509.721166,7.64581749,,0.021647
iliacus_r,423.677975,6.355169625,,0.113467
rect_fem_r,49.950833,0.749262495,,0.158571
vas_int_r,898.301514,13.47452271,,0.128801
med_gas_r,1879.036322,28.18554483,,0.057465
tib_ant_r,133.554165,2.003312475,,0.013474
